raw_name,name,type
임성교자,임성교자,"칼국수,만두"
우도청정식당,우도청정식당,한식
수빈이네제주밥상,수빈이네제주밥상,한식
난드르바당,난드르바당,돼지고기구이
가락국수,가락국수,국수
제주동백별장,동백별장,요리주점
산방산흙돼지맛집,제주 산방산 흑돼지맛집,"육류,고기요리"
넥스트도어,,
오래된미래,,
협재고기부엌,고기부엌협재본점,돼지고기구이
파리바게뜨성산일출봉점,,
좋은만두김밥,좋은만두김밥,종합분식
짱숯불갈비,짱숯불갈비 본점,"육류,고기요리"
푸라닭강정점,푸라닭 제주강정점,"치킨,닭강정"
김밥꼬순내,김밥꼬순내,김밥
전설의짬뽕조천점,전설의짬뽕 조천점,중식당
곤지암할매소머리국밥노형점,곤지암할매소머리국밥 제주노형점,국밥
제주씨푸드,제주씨푸드,식료품제조
컴포즈커피(서귀포대정점),컴포즈커피 서귀포대정점,카페
부가네얼큰이상무점,부가네얼큰이 삼무점배달,불닭
마농삼계탕,마농삼계탕,"백숙,삼계탕"
제주정가네밥상,정가네밥상,한정식
평화가든,평화가든,한식
황금돈가,황금돈가 연동흑돼지,돼지고기구이
두루두루,두루두루,"해물,생선요리"
통큰맛집,통큰맛집,한식
시청그때그집,시청그때그집 제주시청점,돼지고기구이
용담기사,용담기사식당,기사식당
복자씨연탄구이별관,복자씨연탄구이 별관,"육류,고기요리"
영림흑돼지가든,영림흑돼지가든,돼지고기구이
흑돼지가있는풍경,흑돼지가있는풍경 본점,"육류,고기요리"
문동일셰프,문동일셰프의 녹차고을,한식
주식회사 털보네장원랜드,,
흑돼지브라더스본점,흑돼지브라더스 제주 남원 본점,"육류,고기요리"
신제주황가네,신제주황가네,한식
애월당,애월당 애월제과,베이커리
춤추는생오리,춤추는생오리,오리요리
대독장제주본점,대독장 제주본점,"찌개,전골"
아라연,,
소소식당,소소식당,한식
돈고팡산방산점,돈고팡 산방산점,"육류,고기요리"
파뷔노파스타바,파뷔노 파스타바,"스파게티,파스타전문"
족황상제표선점,족황상제 제주표선점,족황상제
김이박,김이박,한식
일공공편백샤브서귀포점,일공공샤브 서귀포점,일공공키친
제주수울,제주수울,주류
역전할머니맥주 아라점,역전할머니맥주 제주 시청점,"맥주,호프"
냉동고,냉동고 신제주본점,돼지고기구이
괸당집중문점,괸당집 중문점,"육류,고기요리"
풍양양꼬치,풍양양꼬치,양꼬치
멧돌식당,멧돌뚝배기,"해물,생선요리"
맛짱김밥인제점,맛짱맛김밥손만두 본점,김밥
큰손왕만두,큰손왕만두,만두
주식회사낭뜰에쉼팡,낭뜰에쉼팡,한식
개정 노형점,개정 제주노형점,비빔밥
아란구길,,
신사사일,신441,"육류,고기요리"
도두반점 호텔더본점,도두반점 호텔더본점,중식당
육장갈비 삼화점,육장갈비 제주삼화점,"육류,고기요리"
스모크하우스인구억,스모크하우스인구억,양식
성읍뚱보식당,성읍뚱보식당,한식
가파도해물짜장짬뽕,가파도해물짜장짬뽕,중식당
탑해장국삼화점,,
위즈피자,,
레몬뮤지엄,레몬뮤지엄,"카페,디저트"
범맥주 제주연동점,,
빽다방 제주대학로점,,
포도원흑돼지,포도원흑돼지,돼지고기구이
신미네,신미네,한식
청룡반점,청룡반점,중식당
대왕해물짬뽕라면,대왕해물짬뽕라면,한식
모티프제주(MOTIF JEJU),모티프제주 카페앤바,"카페,디저트"
강선장당일바리,강선장 당일바리,생선회
아라스시,아라스시,"초밥,롤"
올레마당 제주산방산점,올레마당 제주산방산점,한식
둥지,둥지,이자카야
주식회사저스트피자,저스트피자,피자
연탄과친한돼지,연탄과친한돼지,돼지고기구이
삼보식당,삼보식당,한식
미풍 해장국 연동점,미풍해장국 연동점,해장국
오알(or),,
수월봉가마솥순대국,수월봉가마솥순대국,"순대,순댓국"
혼차롱식개집,혼차롱식개집,한식
화랑스시,화랑스시 애월본점,"초밥,롤"
순희네흑돼지,순희네흑돼지,한식
자연뜨락,자연뜨락,한식
칠돈가 표선직영점,칠돈가 표선직영점,돼지고기구이
"삼조삼계탕,삼조닭집",삼조삼계탕삼조닭집,"백숙,삼계탕"
컴포즈서귀포표선점,컴포즈커피 서귀포표선점,카페
나라국밥,나라국밥본점,한식
괸당집신시가지점,괸당집 서귀포신시가지점,돼지고기구이
원우정,제주원우정,소고기구이
크로와상제주빵집,크로와상 제주빵집,베이커리
장수통닭 표선점,,
태랑,태랑,한식
바른피자,바른피자,피자
옛장터가든,장터가든,한식
화룡양꼬치,화룡양꼬치,양꼬치
돈삼춘,돈삼춘,돼지고기구이
월드컵흑돼지,월드컵흑돼지 서귀포신시가지점,돼지고기구이
일공구고깃집,,
긱스타 앤 빽다방,빽다방 제주연동긱스타점,테이크아웃커피
리치망고도두해안로점,리치망고 도두해안로점,카페
메가엠지씨커피 제주노형점,메가MGC커피 제주노형점,카페
20년  전통부대찌개,20년전통부대찌개,"찌개,전골"
복자씨연탄구이,복자씨연탄구이 성산본점,돼지고기구이
국제토산품스낵,,
통발,통발 성산점,일식당
애월사이카레,,
농업회사 법인 주식회사 백록 /백록횟집,백록횟집 성산본점,생선회
아띠랑,,
조마루뼈다귀용담,조마루뼈다귀 용담점,감자탕
오븐에빠진닭 서홍점,오븐에빠진닭 서홍점,"치킨,닭강정"
엄마순대국2호점,엄마순대국2호점,"순대,순댓국"
마왕족발제주시청점,마왕족발 제주시청점,"족발,보쌈"
종달리엔심야식당,종달리엔심야식당,아시아음식
고봉민김밥인아라점,고봉민김밥인 제주아라점,분식
파리바게트 제주노형백록점,파리바게뜨 제주노형백록점,베이커리
인더오조,,
아르츠제주 주식회사,,
정우말가든,정우말가든,"육류,고기요리"
(주)에스피오엘  제주지점_한식,,
금능이모네,금능이모네,죽
한림통큰장어,한림통큰장어,"장어,먹장어요리"
제주곱,제주곱,"곱창,막창,양"
인자숯불갈비,인자숯불갈비,"육류,고기요리"
파리바게트제주영어도시점,파리바게뜨 제주영어도시점,베이커리
사리원외도점,사리원 외도점,중식당
장위동유성등심집제주점,,
난드르 깡통구이,난드르깡통구이,한식
월정리흑돼지월고집,월고집 구좌 월정리 본점,돼지고기구이
비브레이브커피로스터즈,비브레이브 혁신도시점,"카페,디저트"
착한집,착한집,한정식
국제통닭 신제주점,국제통닭 신제주점배달,"치킨,닭강정"
런던아이,런던아이엔틱카페,"카페,디저트"
유쾌육회,유쾌육회 노형본점,이자카야
동막골서사라점,동막골 삼도동 본점,한식
옛날밥상,옛날밥상,한식
오라방솥뚜껑,오라방솥뚜껑,"육류,고기요리"
이도제샤브샤브,,
헬스케어차이나타운,헬스케어 차이나타운,중식당
24시얼큰시원생고기김치찌개 노형점,24시얼큰시원생고기김치찌개노형점,"찌개,전골"
주식회사 오즈 합덕지점,,
남양통닭 인화점,남양통닭 인화점,"치킨,닭강정"
성산포수협외식사업센터,,
돗깨비,돗깨비,한식
김준호의대단한갈비 제주월랑점,김준호의대단한갈비 제주월랑점,밀키트
바다멍,협재술집 바다멍,요리주점
더벤티제주삼화점,더벤티 제주삼화점,카페
수눌음,수눌음,생선회
고사리식당,고사리식당,한식
올레길밥상,올레길밥상,한식
오병이어,오병이어,한식
모슐포명가숯불화로구이,모슬포명가숯불화로구이,"육류,고기요리"
동백부엌,동백부엌,한식
헬로,헬로키티아일랜드,테마파크
돌담위에흑돼지,돌담위에흑돼지,돼지고기구이
쇠소깍횟집,쇠소깍횟집,생선회
더벤티원노형점,더벤티 제주원노형점,카페
더회전훠궈,더회전훠궈,중식당
미향해장국성산점,미향해장국 성산점,미향해장국
도두해녀의집,도두해녀의집,한식
빽다방서귀포올레중앙점,빽다방 서귀포올레중앙점,테이크아웃커피
오는곳세화,오는곳세화,한식
장수골,장수골,한식
머문,머문,민박
애월연어신서귀포점,애월연어 신서귀포점,퓨전음식
파리바게뜨제주용담점,파리바게뜨 제주용담점,베이커리
제주돈아본점,제주돈아 애월해안도로본점,돼지고기구이
금선,금선,한식
남문숯불바베큐엔치킨일도직영점,남문숯불바베큐&치킨 일도직영점,"치킨,닭강정"
동네갈비,동네갈비,한식
오부장치킨노형뜨란체점,오부장치킨 노형뜨란체점,"치킨,닭강정"
광명,체험배낚시 광명호,배낚시
제주스시호타루,제주스시호타루,"초밥,롤"
남가네설악추어탕도남점,남가네설악추어탕 도남점,추어탕
나눔김밥,나눔김밥,김밥
어매흑돼지,어매흑돼지,돼지고기구이
금능자갈,,
램앤블랙,램앤블랙 제주 본점,"육류,고기요리"
자하연 주식회사,자하연,브런치
메가엠지씨커피서귀포여중점,메가MGC커피 서귀포여중점,카페
올레서울식당,올레서울식당,한식
놀이터식당,놀이터정육식당,정육식당
농부와돌집,농부와돌집,한식
제주물회야시장 횟집학개론,신화월드회포장 횟집학개론,생선회
수미향토음식,수미흑돈,"육류,고기요리"
루스트플레이스 아라점,루스트플레이스아라점,패밀리레스토랑
제주도고기오빠,제주도 고기오빠,정육점
더조은치킨코리아점,더조은치킨 코리아마트점,"치킨,닭강정"
제주할망밥상애월점,제주할망밥상 애월점,한식
비비큐 대정점,BBQ치킨 서귀포대정점배달,"치킨,닭강정"
제주돈애월점,제주돈 애월점,"육류,고기요리"
한라산조랑말,한라산조랑말,"육류,고기요리"
제주맑음,제주맑음,양식
유남회센타,유남회센타,생선회
말이랑흑도새기랑,말이랑흑도새기랑,돼지고기구이
명륜진사갈비 일도점,명륜진사갈비 제주일도점,"육류,고기요리"
영숙이네소숯불구이,표선 영숙이네 소숯불구이,소고기구이
탁이국수,탁이국수,국수
숙성도중문,숙성도 중문점,돼지고기구이
누구나홀딱반한닭,누구나홀딱반한닭 제주남원점,"치킨,닭강정"
황궁갈비,황궁갈비,"육류,고기요리"
한신포차제주연동점,한신포차 제주연동점배달,포장마차
돌하루방식당,돌하르방식당,한식
순두부엔짬봉,순두부엔짬뽕,두부요리
비비큐서귀포월드컵점,BBQ치킨 제주서귀포월드컵점,"치킨,닭강정"
조마루뼈다귀삼화지구점,조마루감자탕 삼화지구점,감자탕
(주)오드랑베이커리,오드랑베이커리 함덕점,베이커리
에이바우트커피노형점,에이바우트커피 노형점,카페
스크루지펍2,스크루지펍 본점,와인
일맥,일맥,샤브샤브
돈사돈 중문점,,
당일바리강정호,당일바리강정호,한식
흑염소마루,흑염소마루,한식
주식회사장인의집,,
푸짐한식당,푸짐한식당,한식
클로이,제이앤클로이,펜션
국수전,국수&전,한식
후르츨리,후르츨리 금능점,"특산물,관광민예품"
금촌댁,금촌댁,한식
제주엔 숄더랙 랍스터,제주엔숄더랙랍스터,양식
로바타탄요제주,,
전통탑향,탑향보양탕,"사철,영향탕"
아연581,아연581,중식당
뽈살집제주본점,뽈살집 본점,돼지고기구이
신조,신조이자카야,이자카야
중문킹돈,킹돈 서귀포중문본점,돼지고기구이
아바,아바,라이브카페
규방,규방,포장마차
도담스,,
카페제주 완,카페제주 완,"카페,디저트"
돈삼겹외도점,돈삼겹외도점,돼지고기구이
단초제주,스튜디오단초,"사진,스튜디오"
홍가네집밥,홍가네집밥,한식
푸라닭 중문점,푸라닭 제주중문점,"치킨,닭강정"
에이바우트커피서귀포혁신도시점,에이바우트커피 서귀포 혁신도시점,카페
제주빵집,제주빵집,베이커리
마라도에서,마라도에서,중식당
녹두네,녹두네,"전통,민속주점"
효섬마을초가집,효섬마을초가집,한식
새로나식당,새로나식당,한식
엘에이치큐스타트하우스,엘에이치큐스타트하우스,한식
표선이고집,표선이고집,한식
오늘은녹차,오늘은녹차한잔,"카페,디저트"
거제아구찜,거제아구찜,"아귀찜,해물찜"
슈에뜨펍,슈에뜨펍,"맥주,호프"
대도식당,대도식당,한식
뚱보아저씨,뚱보아저씨,한식
롯데지알에스(주)엔제리너스제주공항1층점,,
럭키라운지펌,럭키라운지펍,양식
비피엔씨주식회사,,
함덕족발스러운,함덕족발스로운,"족발,보쌈"
봉개고깃집,봉개고깃집,"육류,고기요리"
이삭,이삭토스트 제주삼화점,토스트
옵데강,옵데강갈비 1호점 본점,"육류,고기요리"
시장올레,다정이네 올레시장 본점,김밥
은식당 제주점,,
삼화주구,삼화주구,한식
유나인법원점,우쿠야 제주법원점,돈가스
돈이랑,돈이랑,돼지고기구이
파리바게뜨제주도두점,파리바게뜨 제주도두점,베이커리
김복남맥주제주아라점,김복남맥주 제주아라점,"맥주,호프"
미미쿡제주이도점,,
고깃집 본점,성산흑돼지 복댕이 본점,"육류,고기요리"
도두반점 제주사수점,도두반점 제주사수점,중식당
대일,대일횟집,생선회
탐라옵데강,탐라옵데강,생선회
제주기사,전국24시탁송대리.제주도탁송자동차탁송기사중고차탁송신차탁송,대리운전
레인보우치킨,레인보우치킨,"치킨,닭강정"
(유)아웃백스테이크하우스 제주아일랜드점,아웃백스테이크하우스 제주아일랜드점,패밀리레스토랑
산도롱맨도롱,,
모이세해장국노형점,모이세해장국 노형점,해장국
흑돼지삼형제,흑돼지삼형제,돼지고기구이
주식회사 엠지컴퍼니,,
한라대점교촌치킨,교촌치킨 한라대점,"치킨,닭강정"
일품순두부터미널점,일품순두부 터미널점,일품순두부
샤오츠,,
모살물2호점,모살물 2호점,생선회
안뜨르,안뜨르,한식
뽕이네각재기2호점오라,뽕이네각재기2호점오라,한식
시민을위한갈비,시민을위한갈비,돼지고기구이
주식회사 먹,,
다모인식당,다모인식당,"장어,먹장어요리"
에이바우트커피 칠성점,에이바우트커피 칠성점,카페
사계리어촌계 커피스케치,,
둘리네국수,둘리네국수,국수
(주) 아워홈 제주대학교병원제주점,,
제주따이,제주따이,전복요리
돈나무,돈나무흑돼지,돼지고기구이
제주서부휴게소점,,
새벽해장국플랑,새벽해장국,해장국
초이,초이,중식당
삼화왕갈비,삼화왕갈비,"육류,고기요리"
동도원,동도원 중문점,한식
뽕이네각재기1호점외도,뽕이네각재기 1호점외도,한식
제주등대아구찜,제주등대아구찜,"아귀찜,해물찜"
배스킨라빈스 제주용담점,배스킨라빈스 제주도청점,아이스크림
한림피그농원,피그농원,한식
마마무말가든,마마무말가든,"육류,고기요리"
제주고메밀면,고메밀면 제주본점,국수
주식회사만월당,,
현숙,현숙,카페
느영나영혼듸모영,,
시루애월,,
춤추는식탁,춤추는식탁,반찬가게
오름해산물,오름해산물,"해물,생선요리"
언더라운지함덕점,언더라운지 제주함덕점,"카페,디저트"
라무진  신제주점,,
짜장마루,짜장마루,중식당
서울식당,서울식당,"육류,고기요리"
한국맥도날드(유)제주중문DT점,맥도날드 제주중문DT점,햄버거
제주갈치맛집 영목이네,제주갈치맛집 영목이네 표선점,"해물,생선요리"
우미관,,
솔지노형점,솔지식당,한식
또장군,또장군,돼지고기구이
만장일치본점,만장일치 본점,한식
노랑해바라기김밥,노랑해바라기김밥,김밥
묘한식당,묘한식당,돈가스
섭지코지화덕피자,,
송사부수제쌀고로케,송사부수제쌀고로케 이마트서귀포점,베이커리
제원칼집별관,제원칼집본관,"육류,고기요리"
고씨네막창,고씨네막창,"곱창,막창,양"
황제궁 엔 노포중화포차,황제궁배달,중식당
제주돈2호점,제주돈 2호점,"육류,고기요리"
주식회사 큰돈가 서쪽대표본점,큰돈가 본점,헌삭
할리스 제주도두해안디티점,할리스 제주도두해안DT점,카페
기똥차네,,
일미도,일미도,생선회
만만,만만한복,한복대여
갈비먹기딱좋은날,,
하나이자카야,이자카야하나,이자카야
모살물,모살물 본점,생선회
주식회사 부두식당,부두식당,생선회
광어다서귀포표선본점,광어다 표선 본점,"해물,생선요리"
써브웨이 제주공항점,써브웨이 제주공항점,샌드위치
화남정,화남정,"육류,고기요리"
비비큐제주드림타워점,BBQ치킨 제주드림타워점,"치킨,닭강정"
해심갈비,해심가든,한식
진진,진진국수전문점,국수
코우,코우,이자카야
마우돈,마우돈,"육류,고기요리"
바른고깃집본점,바른고깃집,"육류,고기요리"
살찐고등어,살찐고등어,돈가스
금악정육식당,금악정육식당,정육식당
면아라,면아라,국수
자갈치상회,자갈치상회,생선회
통근막창,,
문섬횟집,문섬횟집,생선회
원더샌드위치 도남점,원더샌드위치카페,"카페,디저트"
제주해풍횟집,제주해풍,"해물,생선요리"
미풍해장국 제주항점,미풍해장국 제주항점,해장국
뵤뵤,스테이뵤뵤,민박
회나루,회나루,생선회
기리시마,기리시마,"해물,생선요리"
불닭발땡초동대문엽기떡볶이서귀포점,동대문엽기떡볶이 서귀포점,분식
고가네,고가네,한식
숙성도F&B,숙성도 제주본점,돼지고기구이
제주와함께라면,제주와함께라면,라면
플랏포커피,플랏포커피,카페
이조은식당,중문갈치조림 이조은식당,"해물,생선요리"
유한회사 정클리언스,,
주식회사 파스쿠찌제주노형로터리점,파스쿠찌 제주노형로타리점,카페
쉼표,쉼표,"카페,디저트"
아라파파북촌,아라파파북촌,베이커리
멕시카나치킨(송산천지점),멕시카나치킨 송산천지점배달,"치킨,닭강정"
유스커피,유스커피,"카페,디저트"
고도500,고도500,"카페,디저트"
신제주배스킨라빈스,배스킨라빈스 신제주점,아이스크림
가영이네횟집,가영이네횟집,생선회
호랑이 막창 대정점,호랑이막창 대정점,"곱창,막창,양"
푸라닭 제주삼화점,푸라닭 제주삼화점배달,"치킨,닭강정"
뚱딴지,뚱딴지 애월본점,한식
셔츠,굿즈제작 아무아무,단체티셔츠
컴포즈커피제주남녕고점,컴포즈커피 제주남녕고점,카페
제주미향,제주미향 중문본점,"해물,생선요리"
동네국수,동네국수,국수
나폴리피자,,
카페베네 제주롯데마트점,나폴리피자 서귀포점,피자
쉬리니케이크,쉬리니케이크,"카페,디저트"
이디야커피 제주연북로점,이디야커피 제주연북로점배달,카페
장미맨숀제주시청점,장미맨숀 제주시청점,요리주점
도시어부,도시어부,생선회
자매국수,자매국수,국수
고집돌우럭,고집돌우럭 제주함덕점,향토음식
강촌숯불닭갈비제주본점,강촌숯불닭갈비 제주본점,닭갈비
곰보숯불갈비,곰보숯불갈비,"육류,고기요리"
신해바라기한라대점,신해바라기분식 한라대점,종합분식
갱이네보말칼국수,갱이네보말칼국수,"칼국수,만두"
43번가정육식당,,
상호네숯불구이,상호네숯불구이,닭갈비
푸주옥노형점,푸주옥 노형점,"곰탕,설렁탕"
애월돼지,금돈가 제주 애월해안도로 본점,돼지고기구이
우사미,우사미횟집 모슬포본점,생선회
애월역,애월역,술집
곱창이야기일도점,곱창이야기일도점배달,"곱창,막창,양"
파라디스코레트로퓨처,파라디스코,바(BAR)
다래향,다래향 본점,중식당
호커센터,호커센터,아시아음식
해루,해루,한식
명희식당,명희식당,한식
푸라닭제주영어교육도시점,푸라닭 제주영어교육도시점,"치킨,닭강정"
산계원식당,,
갈치왕,갈치왕 성산점,"해물,생선요리"
메가엠지씨커피제주송악산점,,
수산코지,수산코지,생선회
뮤직박스,뮤직박스,요리주점
현옥식당,현옥식당,한식
주식회사 젠하이더웨이(제주점),트로피컬 하이드어웨이 카페,브런치
제주깜,소노캄 제주,4급
영육일삼,영육일삼,돈가스
해오반,해오반,한식
납읍반점,납읍반점,중식당
산지해장국 삼양점,산지해장국 삼양점,해장국
노다지해장국,노다지해장국,해장국
돼지꿈본점,돼지꿈본점,한식
태백아놀자,태백아놀자,한식
타코마씸,월정타코마씸,"멕시코,남미음식"
한국맥도날드(유)제주월드컵스타디움OT점,,
비에이치씨이도점,BHC치킨 이도점배달,"치킨,닭강정"
봄그리고가을리조트소반,봄그리고가을리조트 [소반,한식
지유명차,지유명차 제주노형점,"차,커피"
골목깡통구이,골목깡통구이,"육류,고기요리"
바당국수,바당국수,국수
비에이치씨제주시청점,BHC치킨 제주시청점,"치킨,닭강정"
대성아귀찜,대성아귀찜,"아귀찜,해물찜"
델문도 로스터스,델문도로스터스,"카페,디저트"
모토이시제주시청점,모토이시 제주시청점,"육류,고기요리"
보말보말,차롱보말전복칼국수 제주공항점,"칼국수,만두"
고기역,고기역,돼지고기구이
사계전복,사계전복 산방산본점,전복요리
옛날옛적,옛날옛적 성산본점,한식
대춘해장국노형점,대춘해장국 노형점,해장국
본가 프리미엄 호텔더본점,,
메가엠지씨커피제주연동점,메가MGC커피 제주연동점,카페
제주 앞바다횟집,제주앞바다횟집,생선회
제주순메밀막국수,제주순메밀막국수,막국수
"뚱뚱이네족발,보쌈",뚱뚱이네족발보쌈,"족발,보쌈"
한라통닭,한라통닭,"치킨,닭강정"
지그라나다,그라나다,카페
칠돈가함덕점,칠돈가 함덕 흑돼지,돼지고기구이
황금손가락삼화점,황금손가락 삼화점,"초밥,롤"
백록집,백록집 제주함덕점,생선회
동뜬식당,동뜬식당,한식
"오후다섯시,두가지착각,조차도",,
이삭토스트 제주 노형점,이삭토스트 제주노형점,토스트
모이세해장국연동점,모이세해장국 연동점,해장국
성읍복돼지식당,복돼지식당,"육류,고기요리"
빽다방 제주일도동문점,빽다방 제주일도동문점,테이크아웃커피
위더스트래블,위더스트래블,카페
정개,정대,요리주점
서귀포농협하나로마트,,
어머니와 장독대 서귀포점,,
호가,호가,중식당
피자굽는돌하르방,피자굽는돌하르방,피자
제주세호해장국중문점,제주세호해장국 중문점,해장국
역전할머니맥주 노형점,역전할머니맥주 제주노형점,"맥주,호프"
돈와랑,돈와랑,"육류,고기요리"
미소담은소,미소담은소,한식
나홀로횟집,나홀로횟집,생선회
주식회사 좋은일이 피어22,피어22,양식
다다익고정육식당 신서귀포점,다다익고 신서귀포점,돼지고기구이
보건,인구보건복지협회 제주지회 가족보건의원,인구보건복지협회
(주)파리크라상파리바게뜨 제주공항점,파리바게뜨 제주공항렌터카하우스점,베이커리
그리너 제주 인화점,그리너 제주인화점,"다이어트,샐러드"
대굴대굴식당,대굴대굴굴구이 연동본점,한식
지미스,Jimmys natural icecream,아이스크림
금별맥주 제주시청점,금별맥주 제주시청점,"맥주,호프"
또와국밥,또와국밥,국밥
주식회사 라포르엘,,
보물선,보물선횟집,생선회
커피주의보,커피주의보,"카페,디저트"
로당연동점,로당 연동점,한식
픽미픽미아이스제주노형점,,
동화로연탄구이2,동화로연탄구이 연동점,"육류,고기요리"
채담,채담,샤브샤브
주식회사 미스터크랩태흥,미스터크랩,바닷가재요리
노형자연산,노형자연산횟집,생선회
우도앤살레,우도한끼,일식당
다이아,핑크다이아 카워시,스팀세차
주식회사 유동커피 루아앤티그리지점,,
소길다방,소길다방,"카페,디저트"
투다리월드점,,
타이거커피 제주점,타이거커피 제주점,"카페,디저트"
섬나라오메기,섬나라오메기떡,떡카페
비에이치씨제주강정점,BHC치킨 제주강정점,"치킨,닭강정"
혹시,혹시,양식
피자알볼로제주영어교육도시점,피자알볼로 제주영어교육도시점,피자
파라다이스회관,파라다이스회관,한정식
연동본가일도점,연동본가일도점,한정식
8번게이트주식회사,8번게이트,한식
목리,목리,와인
스시망고,제주중문횟집 스시망고,생선회
빽다방 신서귀포점,빽다방 신서귀포점,테이크아웃커피
흑돈오리,흑돈오리,한식
연동박가네,박가네갈비,"육류,고기요리"
빽다방베이커리제주사수점,빽다방베이커리 제주사수점,테이크아웃커피
휴게소,평화로휴게소마트,일반휴게소
규영이네,규영이네가든,한식
맛집올레,동문올레수산 동문시장 본점,"해물,생선요리"
다미회,다미회,생선회
우리들 푸드,,
옥돔마을,옥돔마을,한식
김대감,김대감숯불갈비,한식
누룩대통령,누룩대통령,한식
서흘포가든서사라점,서흘포가든 서사라점,"육류,고기요리"
미깡창고,애월미깡창고,"카페,디저트"
일품순두부하귀점,일품순두부 하귀점,두부요리
바당모살,바당모살,생선회
삼다향,삼다향,한식
이치진외도직영점,이치진 외도점,양갈비
대독장화북점,,
우지커피 제주중문점,우지커피 제주중문점,"카페,디저트"
파리바게뜨연동1호점,파리바게뜨 제주연동1호점,베이커리
함덕찜,함덕찜,"육류,고기요리"
앨리스,앨리스,"카페,디저트"
2도비어이도점,이도비어,"맥주,호프"
돈백꽃본점,돈백꽃 본점,"육류,고기요리"
호맥아라점,호맥 아라점,"맥주,호프"
피그농원,피그농원,돼지고기구이
카페더비어,카페더비어,"맥주,호프"
남문숯불바베큐앤치킨정실점,남문숯불바베큐앤치킨 정실점,"치킨,닭강정"
고은물식당,고은물식당 제주화순점,한식
24시 전주명가콩나물국밥 노형점,24시전주명가콩나물국밥,국밥
제이학센,제이학센 레스토랑,양식
공가네구이촌,공가네 구이촌,한식
투썸플레이스 곽지과물해변점,투썸플레이스곽지과물해변점,카페
용마횟집,용마횟집,생선회
서귀포해장국의전설,서귀포 해장국의 전설,해장국
로화룡양꼬치,로화룡양꼬치,양꼬치
채우네소머리국밥,채우네소머리국밥,국밥
주식회사 욱앤에프,,
장춘육당,장춘육당,소고기구이
파리바게뜨  신노형점,파리바게뜨 신노형점,베이커리
태백산3호점,,
해마촌,해마촌,일식당
전복만찬,전복만찬,한식
설농옥,,
키로,키로 제주,이자카야
진돼지,진돼지,돼지고기구이
봉개해아름,봉개해아름반점,중식당
장보고 민물장어,장보고민물장어,"장어,먹장어요리"
고향숯불막창삼화점,고향숯불막창 삼화점,"곱창,막창,양"
오식당,오식당,해장국
엉덩물횟집,중문횟집 엉덩물횟집,생선회
시나르,시나르,"멕시코,남미음식"
흑돈사,흑돈사,"육류,고기요리"
송탄최네집부대찌개제주점,,
쭈쭈,,
바우네나주곰탕,,
옥이이모,옥이이모,한식
해이랑,해이당,한식
이디야커피중앙점,,
페리카나중문점,페리카나 중문점배달,"치킨,닭강정"
매일통닭,매일통닭,"치킨,닭강정"
원조한라산갈비,원조한라산갈비,한식
대광,대광식당,냉면
돌담애분식,돌담애분식,떡볶이
춘천명동닭갈비 삼화점,춘천명동닭갈비 삼화점,닭갈비
제주경찰청상조회,,
제노티카,제노테카,와인
뜰향기,뜰향기 조천에코랜드 사려니숲길,한식
뭉치푸줏간,,
비자림미담,구좌 비자림미담 월정리세화,양식
수정식당,수정식당,한식
외도이모네,외도 이모네,한식
뚜레쥬르 제주이도이동점,뚜레쥬르 제주이도이동점,베이커리
대한식당 신시가지점,,
고모네돔베,고모네돔베,향토음식
삼덕고깃집,삼덕고깃집,한식
오르방,오르방,"판촉,기념품"
럭키상회,럭키상회,생선회
제주근고기집,,
소문난순대족발,소문난 순대족발,"족발,보쌈"
장모식탁,장모식탁,한식
진미돼지국밥,,
진영,진영식당,한식
온달집제주시청점,온달집 제주시청점,"육류,고기요리"
선장과해녀,선장과해녀,생선회
리치망고함덕점,리치망고 함덕점,카페
춘천명동닭갈비노형점,춘천명동닭갈비 노형점,한식
막창도둑제주본점,막창도둑 제주본점,"곱창,막창,양"
대성아귀찜신제주점,,
만경,만경 제주점,일식당
맨도롱밥집,맨도롱밥집,한식
돌카롱중문점,돌카롱 중문점,베이커리
소리원,소리원,중식당
금복,동문시장고기국수 금복식당,국수
양푼이막창,,
전원일기본점,전원일기 본점,한식
지구상회,지구상회,생선회
블리,헤어앤블리 제주시청점,미용실
중문이고집,중문이고집,"육류,고기요리"
솥뚜껑흑돼지,솥뚜껑흑돼지,돼지고기구이
토대력 외도점,토대력 외도점,"오뎅,꼬치"
(주)아워홈 렛츠런파크제주점,,
조마루뼈다귀서광점,조마루뼈다귀 서광점,감자탕
깡촌흑돼지,깡촌흑돼지 함덕본점,돼지고기구이
주식회사 큰돈가 남쪽대표 중문점,큰돈가 남쪽대표 중문,"육류,고기요리"
제주삼화부영점백다방,빽다방 제주삼화부영점,테이크아웃커피
츠츠허허연동점,츠츠허허 연동점,포장마차
누이밥집,누이밥집,향토음식
달림식당,달림흑돼지,향토음식
뱃머리,뱃머리식당,"해물,생선요리"
우무,우무,"카페,디저트"
연동둘둘김밥,둘둘김밥 와플칸연동점,김밥
청해야,청해야,생선회
제주미향해장국본사직영점(서귀포 중문점),제주미향해장국 중문본점,해장국
제주일도,제주일도 서귀포 성산점,돼지고기구이
봉녀수제비,,
에이에이,에이에이바,바(BAR)
반올림피자 한림점,반올림피자 제주한림점,피자
빽다방 제주동광육거리점,빽다방 제주동광육거리점,테이크아웃커피
방일해장국아라점,,
